"Bug
ID",Product,Component,Assignee,Status,Resolution,Summary,Changed,"Assignee
Real
Name",Classification,Hardware,"Number of
Comments",Opened,OS,Priority,Reporter,"Reporter
Real
Name",Severity,"Target
Milestone",Version,Votes
44479,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Exception when trying to start RuntimeWorkbench while workspace is building,11/17/2003 22:00,Darin Wright,Eclipse,PC,50,10/8/2003 12:52,Windows XP,P2,christophe.cornu+eclipse,Christophe Cornu,major,3.0 M5,3,0
44856,JDT,Debug,darin.eclipse,VERIFIED,FIXED,errors in label update,10/24/2003 10:13,Darin Wright,Eclipse,PC,5,10/14/2003 17:00,Windows 2000,P2,darin.eclipse,Darin Wright,normal,3.0 M5,3,0
45887,Platform,Debug,darin.eclipse,VERIFIED,FIXED,"When selecting ""Build before launching"", the build is not specific to the project launched, but the whole workspace",5/6/2004 18:01,Darin Wright,Eclipse,PC,23,10/31/2003 15:23,Windows 2000,P2,weisz,Robert Weisz,enhancement,3.0 M9,2.1.1,0
45985,Platform,Ant,darin.eclipse,VERIFIED,FIXED,BUILD FAILED: java.lang.NoSuchMethodError: attempting to use jar task on Ant 1.6b2,4/27/2004 19:36,Darin Wright,Eclipse,PC,15,11/3/2003 15:23,Windows NT,P2,Darin_Swanson,Darin Swanson,major,2.1.3,3,0
46073,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Classpath JRE entry does not update properly,12/3/2003 16:18,Darin Wright,Eclipse,PC,3,11/4/2003 17:43,Windows 2000,P2,darin.eclipse,Darin Wright,normal,3.0 M6,3,0
49579,Platform,Ant,darin.eclipse,VERIFIED,FIXED,Adapt to the marker annotation changes,1/14/2004 21:43,Darin Wright,Eclipse,PC,7,1/6/2004 13:08,Windows XP,P2,Darin_Swanson,Darin Swanson,normal,3.0 M7,3,0
51887,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Feature request: Allow more control over Debug view,2/25/2005 15:40,Darin Wright,Eclipse,PC,21,2/12/2004 14:18,Windows 2000,P2,cameron.stevens,Cameron Stevens,enhancement,3.1 M6,2.1.2,1
53222,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Trigger activities when debug elements selected,4/8/2004 12:02,Darin Wright,Eclipse,PC,17,2/26/2004 15:55,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.0 M9,3,0
54117,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Contextual Launch should use XML Expression Language,3/15/2004 16:09,Darin Wright,Eclipse,PC,18,3/9/2004 0:48,All,P2,chris,Chris Tilt,enhancement,3.0 M8,3,0
55140,Platform,Ant,darin.eclipse,VERIFIED,FIXED,Build hangs if running on separate VM that is older than 1.4,3/19/2004 16:52,Darin Wright,Eclipse,PC,5,3/17/2004 14:30,Windows XP,P2,Darin_Swanson,Darin Swanson,major,3.0 M8,3,0
56705,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Details pane problem (build M8),4/10/2004 13:29,Darin Wright,Eclipse,PC,7,3/30/2004 4:30,Windows XP,P2,aburdukov,Alexander Burdukov,normal,3.0 M9,3,0
57173,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Activity filtering not working for debug,4/21/2004 12:19,Darin Wright,Eclipse,PC,32,4/1/2004 22:25,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.0 M9,3,0
57306,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Improve progress feedback when user wants to wait on build before a launch,4/19/2004 22:34,Darin Wright,Eclipse,PC,13,4/2/2004 15:46,Windows XP,P2,erich_gamma,Erich Gamma,major,3.0 M9,3,0
61105,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Configure view management per perspective,5/7/2004 16:26,Darin Wright,Eclipse,PC,18,5/5/2004 15:08,All,P2,jared_burns,Jared Burns,enhancement,3.0 M9,3,0
61429,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Persistent Display view,5/7/2004 16:21,Darin Wright,Eclipse,PC,6,5/7/2004 13:46,Windows 2000,P2,john.arthorne,John Arthorne,normal,3.0 M9,3,0
62391,Platform,Debug,darin.eclipse,VERIFIED,FIXED,View management: Views opened in wrong perspective,5/20/2004 21:33,Darin Wright,Eclipse,PC,7,5/14/2004 19:57,Windows XP,P2,eclipse,Luc Bourlier,normal,3.0 M9,3,0
62563,Platform,Ant,darin.eclipse,VERIFIED,FIXED,NPE editing external Ant file,5/17/2004 17:53,Darin Wright,Eclipse,PC,5,5/17/2004 17:21,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.0 M9,3,0
62640,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Display keybinding problem,5/20/2004 14:13,Darin Wright,Eclipse,PC,4,5/18/2004 10:18,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.0 M9,3,0
64025,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Contextual launch fails for top-level type,6/7/2004 15:24,Darin Wright,Eclipse,PC,12,5/25/2004 20:56,Windows XP,P2,g.simmons,Gregory Simmons,normal,3.0 RC2,3,0
66586,JDT,Debug,darin.eclipse,VERIFIED,FIXED,"Debug-related views no longer ""come to front"" in non-debug perspective",6/16/2004 15:10,Darin Wright,Eclipse,PC,17,6/10/2004 16:13,Windows 2000,P2,smcrae,Sean McRae,normal,3.0 RC3,3,0
70625,JDT,Debug,darin.eclipse,VERIFIED,FIXED,[J2SE 5] JDI and JDWP enhancements for generics,1/21/2005 15:05,Darin Wright,Eclipse,PC,6,7/22/2004 11:17,Windows XP,P2,darin.eclipse,Darin Wright,enhancement,3.1 M5,3,0
70626,JDT,Debug,darin.eclipse,VERIFIED,FIXED,[J2SE 5] JDI and JDWP enhancements for enums,1/21/2005 15:07,Darin Wright,Eclipse,PC,5,7/22/2004 11:18,Windows XP,P2,darin.eclipse,Darin Wright,enhancement,3.1 M5,3,0
70627,JDT,Debug,darin.eclipse,VERIFIED,FIXED,[J2SE 5] JDI and JDWP enhancements for varargs,1/21/2005 15:10,Darin Wright,Eclipse,PC,6,7/22/2004 11:21,Windows XP,P2,darin.eclipse,Darin Wright,enhancement,3.1 M5,3,0
70650,Platform,Ant,darin.eclipse,VERIFIED,FIXED,Project builders do not execute in specified order.,4/26/2005 2:43,Darin Wright,Eclipse,PC,51,7/22/2004 12:22,Windows 2000,P2,paduffy,P Duffy,blocker,3.0.1,3,0
71486,Platform,Debug,darin.eclipse,VERIFIED,FIXED,no error message when CTRL-S used to change var value,5/19/2005 9:20,Darin Wright,Eclipse,PC,7,8/5/2004 12:02,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.1 RC1,3,0
73199,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Support for varargs method in evaluation,10/22/2004 15:31,Darin Wright,Eclipse,PC,8,9/2/2004 20:41,Linux,P2,eclipse,Luc Bourlier,normal,3.1 M3,3,0
73200,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Support for autoboxing/inboxing in evaluation,1/20/2005 10:22,Darin Wright,Eclipse,PC,7,9/2/2004 20:43,Linux,P2,eclipse,Luc Bourlier,enhancement,3.1 M5,3,0
73201,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Improving jdt.debug.ui to display generic information,1/31/2005 14:57,Darin Wright,Eclipse,PC,10,9/2/2004 20:56,Linux,P2,eclipse,Luc Bourlier,normal,3.1 M5,3,0
73203,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Support for evaluations in the context of Java 5.0 class with no source,2/17/2005 15:26,Darin Wright,Eclipse,PC,4,9/2/2004 21:04,Linux,P2,eclipse,Luc Bourlier,normal,3.1 M5,3,0
73475,JDT,Debug,darin.eclipse,VERIFIED,FIXED,support for enumerations in evaluation,1/10/2005 12:25,Darin Wright,Eclipse,PC,5,9/8/2004 13:17,Linux,P2,eclipse,Luc Bourlier,enhancement,3.1 M5,3,0
75607,JDT,Debug,darin.eclipse,VERIFIED,FIXED,"HCR ""smart drop to frame"" failure",3/15/2005 9:53,Darin Wright,Eclipse,PC,8,10/4/2004 17:22,All,P2,jared_burns,Jared Burns,normal,3.1 M6,3,0
75834,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Breakpoint insert can block UI thread,4/29/2005 17:46,Darin Wright,Eclipse,PC,9,10/7/2004 14:48,Windows XP,P2,valentam,Michael Valenta,normal,3.1 M7,3,0
76204,JDT,Debug,darin.eclipse,VERIFIED,FIXED,ThreadMonitorManager active when info toggle off,10/14/2004 9:12,Darin Wright,Eclipse,PC,4,10/13/2004 17:02,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.1 M3,3,0
76255,JDT,Debug,darin.eclipse,VERIFIED,FIXED,UnsupportedOperationException,11/1/2004 22:06,Darin Wright,Eclipse,PC,5,10/14/2004 9:45,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.1 M3,3.1,0
76860,JDT,Debug,darin.eclipse,VERIFIED,FIXED,watch expression tests fail,10/25/2004 11:20,Darin Wright,Eclipse,PC,4,10/22/2004 15:30,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.1 M3,3.1,0
77190,JDT,Debug,darin.eclipse,VERIFIED,FIXED,nightly test failures due to empty stack exception in eval engine,10/29/2004 10:04,Darin Wright,Eclipse,PC,4,10/28/2004 10:30,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.1 M3,3.1,0
77757,JDT,Debug,darin.eclipse,VERIFIED,FIXED,logical structure not working when debug JRE different from build JRE,1/21/2005 15:45,Darin Wright,Eclipse,PC,9,11/3/2004 15:23,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.1 M5,3.1,0
78166,Platform,Debug,darin.eclipse,VERIFIED,FIXED,[performance test] console,4/22/2005 9:08,Darin Wright,Eclipse,PC,19,11/9/2004 10:18,Windows XP,P2,darin.eclipse,Darin Wright,enhancement,3.1 M7,3.1,0
79426,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Exception in log file,4/22/2005 9:10,Darin Wright,Eclipse,PC,6,11/24/2004 13:39,Windows XP,P2,dj.houghton,DJ Houghton,normal,3.1 M7,3,0
79713,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Persist/restore expansion state in the LCD,3/10/2006 15:50,Darin Wright,Eclipse,PC,6,11/29/2004 15:55,Windows XP,P2,darin.eclipse,Darin Wright,enhancement,3.2 M6,3.1,0
80191,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Link from exception in console to inner class,5/6/2005 13:55,Darin Wright,Eclipse,PC,8,12/3/2004 18:39,Windows 2000,P2,maarten.bodewes,Maarten Bodewes,normal,3.1 M7,3.1,0
80323,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Make global step actions retargettable,3/27/2006 9:38,Darin Wright,Eclipse,All,18,12/6/2004 16:46,All,P2,mikhailkhod,Mikhail Khodjaiants,enhancement,3.2 M6,3.0.1,0
81658,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Step Over treated as Resume when conditional breakpoint encountered,1/19/2005 8:31,Darin Wright,Eclipse,PC,19,12/20/2004 12:30,Windows XP,P2,hudsonr,Randy Hudson,major,3.1 M5,3,0
82278,JDT,Debug,darin.eclipse,VERIFIED,FIXED,"Logical structure: ""value"" mode should be elegible for recursive logical structure processing",2/15/2005 11:50,Darin Wright,Eclipse,PC,7,1/5/2005 14:58,Linux,P2,gpothier,Guillaume Pothier,enhancement,3.1 M5,3.1,0
82488,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Open type does not work for enums,5/12/2005 14:57,Darin Wright,Eclipse,PC,6,1/10/2005 12:17,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.1 M7,3.1,0
82573,JDT,Debug,darin.eclipse,VERIFIED,FIXED,formatting stack traces from Ant/java output,4/29/2005 17:49,Darin Wright,Eclipse,PC,5,1/11/2005 11:45,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.1 M7,3.1,0
82840,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Concurrent modification exception,1/20/2005 10:30,Darin Wright,Eclipse,PC,6,1/14/2005 9:31,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.1 M5,3.1,0
83745,JDT,Debug,darin.eclipse,VERIFIED,FIXED,"show outer type name when ""show qualified names"" is off",2/7/2005 11:26,Darin Wright,Eclipse,PC,11,1/26/2005 13:53,Windows XP,P2,eclipse,Rafael Chaves,normal,3.1 M5,3.1,0
83825,JDT,Debug,darin.eclipse,VERIFIED,FIXED,IllegalArgumentException from JDIReferenceType.getGenericName,1/31/2005 12:55,Darin Wright,Eclipse,PC,4,1/27/2005 8:34,Windows XP,P2,veronika_irvine,Veronika Irvine,critical,3.1 M5,3.1,0
83937,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Timeout waiting for packet,6/23/2005 10:45,Darin Wright,Eclipse,PC,16,1/28/2005 10:40,Windows XP,P2,philippe_mulet,Philipe Mulet,normal,3.1 M7,3.1,0
84075,Platform,Debug,darin.eclipse,VERIFIED,FIXED,deferred workbench adapters for expressions and registers,2/15/2005 12:17,Darin Wright,Eclipse,PC,12,1/31/2005 14:12,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.1 M5,3.1,0
84111,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Exception while running test suite,2/17/2005 15:09,Darin Wright,Eclipse,PC,8,1/31/2005 20:24,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.1 M5,3.1,0
84473,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Unable to timeout when attaching to a bogus debug port,2/10/2005 9:57,Darin Wright,Eclipse,PC,8,2/4/2005 15:21,Windows 2000,P2,stevenyj,Steven Jin,critical,3.1 M5,3,0
87587,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Debugging views automatically opened before perspective switch,5/26/2005 15:17,Darin Wright,Eclipse,PC,9,3/9/2005 17:49,Linux,P2,jared_burns,Jared Burns,normal,3.1 RC1,3.1,0
88261,Platform,Debug,darin.eclipse,VERIFIED,FIXED,create component XML for debug plugins,4/11/2005 17:18,Darin Wright,Eclipse,PC,5,3/16/2005 17:55,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.1 M7,3.1,0
88677,Platform,Debug,darin.eclipse,VERIFIED,FIXED,AbstractDebugEventHandler$EventProcessingJob can hog UI thread,4/11/2005 12:18,Darin Wright,Eclipse,PC,6,3/21/2005 15:51,Windows 2000,P2,john.arthorne,John Arthorne,normal,3.1 M7,3.1,0
88685,Platform,Debug,darin.eclipse,VERIFIED,FIXED,"stepxxx and resume calls made even if ""canStepxxx()"" and ""canResume()"" return false",4/19/2005 16:44,Darin Wright,Eclipse,PC,8,3/21/2005 16:36,Windows XP,P2,boxall,Alan Boxall,normal,3.1 M7,3.0.1,0
88752,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Exception processing async thread queue: NullPointerException in ASTInstructionCompiler,7/26/2005 16:38,Darin Wright,Eclipse,PC,8,3/22/2005 10:31,Windows XP,P2,martin.skorsky,Martin Skorsky,normal,3.1,3.1,0
88939,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Strange pathes in launcher cause exception and grey out APPLY,4/19/2005 17:52,Darin Wright,Eclipse,PC,9,3/23/2005 16:47,Linux,P2,ssuehs,Steve Suehs,normal,3.1 M7,3.1,0
89184,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Eclipse hangs during shutdown after error disposing display,10/15/2012 15:49,Darin Wright,Eclipse,PC,8,3/27/2005 3:55,Windows XP,P2,brockj,Brock Janiczak,normal,3.1 M7,3.1,0
89544,JDT,Debug,darin.eclipse,VERIFIED,FIXED,[polish] inspect popup size not persisted,5/2/2005 14:59,Darin Wright,Eclipse,PC,5,3/30/2005 9:33,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.1 M7,3.1,0
89566,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Searching for installed JREs broken,4/4/2005 16:23,Darin Wright,Eclipse,PC,13,3/30/2005 10:25,Windows XP,P2,darin.eclipse,Darin Wright,critical,3.1 M6,3.1,0
89585,JDT,Debug,darin.eclipse,VERIFIED,FIXED,CCE performing eval with for loop and autoboxing,4/5/2005 23:10,Darin Wright,Eclipse,PC,6,3/30/2005 11:27,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.1 M7,3.1,0
89643,JDT,Debug,darin.eclipse,VERIFIED,FIXED,step filters confuse stepping in JSP stratum,4/26/2005 10:38,Darin Wright,Eclipse,PC,5,3/30/2005 13:53,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.1,3.1,0
89708,JDT,Debug,darin.eclipse,VERIFIED,FIXED,"""No explicit return value"" shown for Watch expression with runtime error",5/2/2005 15:04,Darin Wright,Eclipse,PC,5,3/30/2005 16:49,Linux,P2,jared_burns,Jared Burns,normal,3.1 M7,3.1,0
90224,JDT,Debug,darin.eclipse,VERIFIED,FIXED,NPE in PopupDisplayAction.showPopup,4/22/2005 9:19,Darin Wright,Eclipse,PC,4,4/4/2005 16:44,Windows 2000,P2,nick_edgar,Nick Edgar,normal,3.1 M7,3.1,0
90318,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Change string externalization to use new format,4/11/2005 11:59,Darin Wright,Eclipse,PC,7,4/5/2005 12:44,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.1 M7,3.1,0
90975,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Consoles removed when using multiple windows,4/15/2005 16:29,Darin Wright,Eclipse,PC,5,4/11/2005 9:00,Windows XP,P2,jean-michel_lemieux,Jean-Michel Lemieux,major,3.1 M7,3.1,0
91067,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Performance problem in Console View if more than one Console View is opened,4/19/2005 11:15,Darin Wright,Eclipse,PC,9,4/11/2005 23:56,Windows 2000,P2,chanskw,Samantha Chan,normal,3.1 M7,3.1,0
91597,Platform,Debug,darin.eclipse,VERIFIED,FIXED,OutputStreamMonitor #read method is inefficient,4/15/2005 16:52,Darin Wright,Eclipse,PC,4,4/15/2005 15:25,Windows 2000,P2,chanskw,Samantha Chan,normal,3.1 M7,3.1,0
92939,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Render links in the console as hyperlinks,5/6/2005 13:46,Darin Wright,Eclipse,PC,9,4/27/2005 12:06,Windows XP,P2,erich_gamma,Erich Gamma,normal,3.1 M7,3.1,0
93074,JDT,Debug,darin.eclipse,VERIFIED,FIXED,CCE when inspecting expression,5/2/2005 15:08,Darin Wright,Eclipse,PC,13,4/28/2005 4:16,Windows XP,P2,markus_keller,Markus Keller,normal,3.1 M7,3.1,0
93198,Platform,Debug,darin.eclipse,VERIFIED,FIXED,ClassCastException  when monitoring large array in Expression View,5/9/2005 12:10,Darin Wright,Eclipse,PC,5,4/28/2005 18:19,Windows 2000,P2,chanskw,Samantha Chan,normal,3.1 M7,3.1,0
93333,Platform,Ant,darin.eclipse,VERIFIED,FIXED,Ant 1.6.3: Definition of tasks with the Ant editor using Eclipse contributed classpath,5/30/2005 14:11,Darin Wright,Eclipse,PC,5,4/29/2005 18:24,Windows XP,P2,Darin_Swanson,Darin Swanson,normal,3.1 M7,3.1,0
93578,Platform,Debug,darin.eclipse,VERIFIED,FIXED,java.lang.ArrayIndexOutOfBoundsException in ConsoleDocumentAdapter,5/9/2005 12:15,Darin Wright,Eclipse,PC,4,5/3/2005 14:45,Windows XP,P2,cocoakevin,Kevin Barnes,major,3.1 M7,3.1,0
93712,Platform,Debug,darin.eclipse,VERIFIED,FIXED,missing messages in DebugUIMessages,5/9/2005 12:06,Darin Wright,Eclipse,PC,4,5/4/2005 16:10,Linux-GTK,P2,eclipse,Rafael Chaves,normal,3.1 M7,3.1,0
94201,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Applet Contextual Launch Action broken,5/12/2005 14:54,Darin Wright,Eclipse,PC,4,5/9/2005 17:08,Windows XP,P2,cocoakevin,Kevin Barnes,normal,3.1 M7,3.1,0
94211,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Cannot add breakpoint to enum,5/19/2005 9:22,Darin Wright,Eclipse,PC,5,5/9/2005 19:12,All,P2,eclipse,Luc Bourlier,normal,3.1 RC1,3.1,0
94357,Platform,Debug,darin.eclipse,VERIFIED,FIXED,breakpoints view not auto-opened on second launch,5/17/2005 16:57,Darin Wright,Eclipse,PC,9,5/10/2005 10:58,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.1 RC1,3.1,0
94406,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Context Enabled not opened in Java Perspective in multi-langauage scenario,5/30/2005 13:35,Darin Wright,Eclipse,PC,6,5/10/2005 12:26,Windows 2000,P2,chanskw,Samantha Chan,normal,3.1 RC1,3.1,0
96693,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Inspect and Display fail with exception,5/25/2005 16:28,Darin Wright,Eclipse,PC,4,5/25/2005 15:52,Windows XP,P2,fraenkel,Michael Fraenkel,normal,3.1 RC1,3.1,0
98160,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Errors trying to install new JRE's,6/23/2005 11:16,Darin Wright,Eclipse,PC,20,6/2/2005 14:57,Windows XP,P2,moneil74,Mike ONeil,blocker,3.1 RC4,3.1,0
101754,Platform,Debug,darin.eclipse,VERIFIED,FIXED,[EditorMgmt] Debug view opens wrong editor if more than one editor is registered for given file type.,4/13/2006 15:05,Darin Wright,Eclipse,PC,10,6/25/2005 3:59,Windows XP,P2,pawel.1.piech,Pawel Piech,normal,3.2 RC1,3.1,0
124017,Platform,Debug,darin.eclipse,VERIFIED,FIXED,NPE after deleting config from LCD,1/16/2006 17:40,Darin Wright,Eclipse,PC,4,1/16/2006 14:38,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.2 M5,3.2,0
124147,JDT,Debug,darin.eclipse,VERIFIED,FIXED,[jres] Changing installed JRE doesn't warn when compiler compliance is not compatible,8/3/2006 11:32,Darin Wright,Eclipse,PC,10,1/17/2006 10:53,Windows XP,P2,boxall,Alan Boxall,normal,3.3 M1,3.2,0
125005,Platform,Debug,darin.eclipse,VERIFIED,FIXED,renaming a project prompts for deleting launch configs,1/26/2006 16:29,Darin Wright,Eclipse,PC,5,1/24/2006 9:58,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.2 M5,3.2,0
130201,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Debug view doesn't select the last stopped thread,4/24/2006 10:14,Darin Wright,Eclipse,PC,10,3/2/2006 14:39,Windows XP,P2,boxall,Alan Boxall,normal,3.2 RC2,3.2,0
134177,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Step Actions still check for IStep interface,4/3/2006 16:48,Darin Wright,Eclipse,PC,6,3/30/2006 17:20,Windows XP,P2,pawel.1.piech,Pawel Piech,normal,3.2 RC1,3.2,0
134324,Platform,Debug,darin.eclipse,VERIFIED,FIXED,"infinite ""do you wish to save?"" dialogs",4/3/2006 16:54,Darin Wright,Eclipse,PC,4,3/31/2006 16:16,All,P2,grant_gayed,Grant Gayed,normal,3.2 RC1,3.2,0
138186,Platform,Debug,darin.eclipse,VERIFIED,FIXED,Deadlock after inspecting a value (Ctrl+Shift+I),4/26/2006 22:37,Darin Wright,Eclipse,PC,7,4/24/2006 10:09,Windows XP,P2,daniel_megert,Dani Megert,critical,3.2 RC2,3.2,0
167729,Platform,Debug,darin.eclipse,VERIFIED,FIXED,[expressions] ArrayIndexOutOfBoundsException when updating children in Expressions View,2/13/2007 12:40,Darin Wright,Eclipse,PC,7,12/12/2006 15:10,Windows XP,P2,cwindatt,Curtis Windatt,major,3.3,3.3,0
180618,Platform,Debug,darin.eclipse,VERIFIED,FIXED,AbstractLaunchConfigurationTabGroup#setDefaults() no longer gets called,4/20/2007 8:58,Darin Wright,Eclipse,PC,9,4/3/2007 2:28,Windows XP,P2,wassim.melhem,Wassim Melhem,normal,3.3 M7,3.3,0
182318,Platform,Debug,darin.eclipse,VERIFIED,FIXED,context launching should be default launch pref setting,4/23/2007 14:56,Darin Wright,Eclipse,PC,4,4/13/2007 9:17,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.3 M7,3.3,0
183097,Platform,Debug,darin.eclipse,VERIFIED,FIXED,[launching] prompted for which Eclipse Application to launch after workbench restart,4/23/2007 15:17,Darin Wright,Eclipse,PC,5,4/18/2007 22:26,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.3 M7,3.3,0
187000,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Debugger looses selection/focus a lot on the thread stack where you debug.,5/24/2007 20:32,Darin Wright,Eclipse,PC,27,5/15/2007 9:21,Windows XP,P2,jcompagner,Johan Compagner,normal,3.3 RC2,3.3,0
195185,JDT,Debug,darin.eclipse,VERIFIED,FIXED,Cannot debug java class,1/2/2014 11:57,Darin Wright,Eclipse,PC,26,7/2/2007 17:51,Windows XP,P2,manovotny,Marek  Novotný,major,3.3.1,3.3,0
197000,Platform,Debug,darin.eclipse,VERIFIED,FIXED,[launching] Auto Launch Configuration deletion should be resource specific,5/26/2008 11:06,Darin Wright,Eclipse,PC,6,7/18/2007 14:13,Windows XP,P2,chanskw,Samantha Chan,enhancement,3.4 M1,3.3,0
211235,Platform,Debug,darin.eclipse,VERIFIED,FIXED,"making local config shared creates ""non-existant dup"" in LCD",11/30/2007 12:46,Darin Wright,Eclipse,PC,5,11/28/2007 10:37,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.4 M4,3.4,0
215208,Platform,Debug,darin.eclipse,VERIFIED,FIXED,[breakpoints] Unable to unset breakpoints within inline interface implementations,4/28/2008 16:21,Darin Wright,Eclipse,PC,6,1/14/2008 8:18,Windows XP,P2,vroldanbet,Victor Roldan Betancort,normal,3.4 M7,3.4,0
217855,JDT,Debug,darin.eclipse,VERIFIED,FIXED,[expressions] static/final filters have no effect on watch expressions,3/24/2008 14:49,Darin Wright,Eclipse,PC,6,2/5/2008 11:23,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.4 M6,3.4,0
293202,Platform,Ant,darin.eclipse,VERIFIED,FIXED,[Webapp] Error building in workspace - unknown type org.eclipse.ant.ui.classpathentry.antHome,10/27/2009 12:16,Darin Wright,Eclipse,PC,10,10/23/2009 13:39,Windows XP,P2,cgold,Chris Goldthorpe,critical,3.6 M3,3.6,0
308645,Platform,Ant,darin.eclipse,VERIFIED,FIXED,[regression] ant launch configs should run in separate JRE by default,5/11/2010 23:12,Darin Wright,Eclipse,PC,3,4/9/2010 9:59,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.6 M7,3.6,0
312278,PDE,UI,darin.eclipse,VERIFIED,FIXED,[performance] Opening the LCD is slow,5/21/2010 11:22,Darin Wright,Eclipse,PC,9,5/10/2010 11:26,Windows XP,P2,darin.eclipse,Darin Wright,normal,3.6 RC2,3.6,0
312949,Platform,Debug,darin.eclipse,VERIFIED,FIXED,switching between configs & typing in name field of LCD is slow,5/18/2010 14:37,Darin Wright,Eclipse,PC,7,5/14/2010 13:34,Windows XP,P2,darin.eclipse,Darin Wright,major,3.6 RC2,3.6,0
313590,PDE,UI,darin.eclipse,VERIFIED,FIXED,save participant collision,5/21/2010 11:32,Darin Wright,Eclipse,PC,6,5/19/2010 14:02,Windows XP,P2,darin.eclipse,Darin Wright,major,3.6 RC2,3.6,0
1532,JDT,Debug,Darin_Swanson,VERIFIED,FIXED,"UI - Right click ""Run"" button (1G5T50T)",12/13/2001 18:52,Darin Swanson,Eclipse,All,7,10/10/2001 22:14,Windows NT,P2,darin.eclipse,Darin Wright,enhancement,2.0 M1,2,0
1533,Platform,Debug,Darin_Swanson,VERIFIED,FIXED,Feature: notification of changing variables (1G5NRPC),2/4/2002 13:16,Darin Swanson,Eclipse,All,11,10/10/2001 22:14,Windows NT,P2,darin.eclipse,Darin Wright,enhancement,2.0 M3,2,0
